date,state,state_abb,cat_tax,cat_str,rev,year,quarter
Q1-2011,Illinois,IL,T51,T51 Documentary and Stock Transfer Taxes,9,2011,1
Q1-2011,Illinois,IL,T53,T53 Severance Taxes,0,2011,1
Q1-2011,Illinois,IL,TOTAL,Total Taxes,7625,2011,1
Q2-2011,Illinois,IL,T01,T01 Property Taxes,11,2011,2
Q2-2011,Illinois,IL,T09,T09 General Sales and Gross Receipts Taxes,1889,2011,2
Q2-2011,Illinois,IL,T10,T10 Alcoholic Beverages Sales Tax,67,2011,2
Q2-2011,Illinois,IL,T11,T11 Amusements Sales Tax,114,2011,2
Q2-2011,Illinois,IL,T12,T12 Insurance Premiums Sales Tax,118,2011,2
Q2-2011,Illinois,IL,T13,T13 Motor Fuels Sales Tax,321,2011,2
Q2-2011,Illinois,IL,T14,T14 Pari-Mutuels Sales Tax,2,2011,2
Q2-2011,Illinois,IL,T15,T15 Public Utilities Sales Tax,469,2011,2
Q2-2011,Illinois,IL,T16,T16 Tobacco Products Sales Tax,149,2011,2
Q2-2011,Illinois,IL,T19,T19 Other Selective Sales and Gross Receipts Taxes,139,2011,2
Q2-2011,Illinois,IL,T20,T20 Alcoholic Beverages License,4,2011,2
Q2-2011,Illinois,IL,T21,T21 Amusements License,0,2011,2
Q2-2011,Illinois,IL,T22,T22 Corporations In General License,70,2011,2
Q2-2011,Illinois,IL,T23,T23 Hunting and Fishing License,16,2011,2
Q2-2011,Illinois,IL,T24,T24 Motor Vehicles License,515,2011,2
Q2-2011,Illinois,IL,T25,T25 Motor Vehicle Operators License,29,2011,2
Q2-2011,Illinois,IL,T27,T27 Public Utilities License,5,2011,2
Q2-2011,Illinois,IL,T28,"T28 Occupation and Business License, Not Elsewhere Classified",39,2011,2
Q2-2011,Illinois,IL,T29,T29 Other License Taxes,6,2011,2
Q2-2011,Illinois,IL,T40,T40 Individual Income Taxes,4096,2011,2
Q2-2011,Illinois,IL,T41,T41 Corporation Net Income Taxes,1161,2011,2
Q2-2011,Illinois,IL,T50,T50 Death and Gift Taxes,4,2011,2
Q2-2011,Illinois,IL,T51,T51 Documentary and Stock Transfer Taxes,11,2011,2
Q2-2011,Illinois,IL,T53,T53 Severance Taxes,0,2011,2
Q2-2011,Illinois,IL,TOTAL,Total Taxes,9235,2011,2
Q3-2011,Illinois,IL,T01,T01 Property Taxes,17,2011,3
Q3-2011,Illinois,IL,T09,T09 General Sales and Gross Receipts Taxes,2036,2011,3
Q3-2011,Illinois,IL,T10,T10 Alcoholic Beverages Sales Tax,73,2011,3
Q3-2011,Illinois,IL,T11,T11 Amusements Sales Tax,142,2011,3
Q3-2011,Illinois,IL,T12,T12 Insurance Premiums Sales Tax,82,2011,3
Q3-2011,Illinois,IL,T13,T13 Motor Fuels Sales Tax,331,2011,3
Q3-2011,Illinois,IL,T14,T14 Pari-Mutuels Sales Tax,2,2011,3
Q3-2011,Illinois,IL,T15,T15 Public Utilities Sales Tax,446,2011,3
Q3-2011,Illinois,IL,T16,T16 Tobacco Products Sales Tax,134,2011,3
Q3-2011,Illinois,IL,T19,T19 Other Selective Sales and Gross Receipts Taxes,530,2011,3
Q3-2011,Illinois,IL,T20,T20 Alcoholic Beverages License,3,2011,3
Q3-2011,Illinois,IL,T21,T21 Amusements License,73,2011,3
Q3-2011,Illinois,IL,T22,T22 Corporations In General License,77,2011,3
Q3-2011,Illinois,IL,T23,T23 Hunting and Fishing License,11,2011,3
Q3-2011,Illinois,IL,T24,T24 Motor Vehicles License,442,2011,3
Q3-2011,Illinois,IL,T25,T25 Motor Vehicle Operators License,28,2011,3
Q3-2011,Illinois,IL,T27,T27 Public Utilities License,7,2011,3
Q3-2011,Illinois,IL,T28,"T28 Occupation and Business License, Not Elsewhere Classified",87,2011,3
Q3-2011,Illinois,IL,T29,T29 Other License Taxes,4,2011,3
Q3-2011,Illinois,IL,T40,T40 Individual Income Taxes,3343,2011,3
Q3-2011,Illinois,IL,T41,T41 Corporation Net Income Taxes,655,2011,3
Q3-2011,Illinois,IL,T50,T50 Death and Gift Taxes,4,2011,3
Q3-2011,Illinois,IL,T51,T51 Documentary and Stock Transfer Taxes,12,2011,3
Q3-2011,Illinois,IL,T53,T53 Severance Taxes,0,2011,3
Q3-2011,Illinois,IL,TOTAL,Total Taxes,8539,2011,3
Q4-2011,Illinois,IL,T01,T01 Property Taxes,16,2011,4
Q4-2011,Illinois,IL,T09,T09 General Sales and Gross Receipts Taxes,2040,2011,4
Q4-2011,Illinois,IL,T10,T10 Alcoholic Beverages Sales Tax,70,2011,4
Q4-2011,Illinois,IL,T11,T11 Amusements Sales Tax,150,2011,4
Q4-2011,Illinois,IL,T12,T12 Insurance Premiums Sales Tax,67,2011,4
Q4-2011,Illinois,IL,T13,T13 Motor Fuels Sales Tax,329,2011,4
Q4-2011,Illinois,IL,T14,T14 Pari-Mutuels Sales Tax,2,2011,4
Q4-2011,Illinois,IL,T15,T15 Public Utilities Sales Tax,410,2011,4
Q4-2011,Illinois,IL,T16,T16 Tobacco Products Sales Tax,138,2011,4
Q4-2011,Illinois,IL,T19,T19 Other Selective Sales and Gross Receipts Taxes,548,2011,4
Q4-2011,Illinois,IL,T20,T20 Alcoholic Beverages License,3,2011,4
Q4-2011,Illinois,IL,T21,T21 Amusements License,0,2011,4
Q4-2011,Illinois,IL,T22,T22 Corporations In General License,70,2011,4
Q4-2011,Illinois,IL,T23,T23 Hunting and Fishing License,11,2011,4
Q4-2011,Illinois,IL,T24,T24 Motor Vehicles License,327,2011,4
Q4-2011,Illinois,IL,T25,T25 Motor Vehicle Operators License,25,2011,4
Q4-2011,Illinois,IL,T27,T27 Public Utilities License,4,2011,4
Q4-2011,Illinois,IL,T28,"T28 Occupation and Business License, Not Elsewhere Classified",56,2011,4
Q4-2011,Illinois,IL,T29,T29 Other License Taxes,5,2011,4
Q4-2011,Illinois,IL,T40,T40 Individual Income Taxes,3181,2011,4
Q4-2011,Illinois,IL,T41,T41 Corporation Net Income Taxes,639,2011,4
Q4-2011,Illinois,IL,T50,T50 Death and Gift Taxes,78,2011,4
Q4-2011,Illinois,IL,T51,T51 Documentary and Stock Transfer Taxes,9,2011,4
Q4-2011,Illinois,IL,T53,T53 Severance Taxes,0,2011,4
Q4-2011,Illinois,IL,TOTAL,Total Taxes,8177,2011,4
Q1-2012,Illinois,IL,T01,T01 Property Taxes,17,2012,1
Q1-2012,Illinois,IL,T09,T09 General Sales and Gross Receipts Taxes,1926,2012,1
Q1-2012,Illinois,IL,T10,T10 Alcoholic Beverages Sales Tax,67,2012,1
Q1-2012,Illinois,IL,T11,T11 Amusements Sales Tax,117,2012,1
Q1-2012,Illinois,IL,T12,T12 Insurance Premiums Sales Tax,101,2012,1
Q1-2012,Illinois,IL,T13,T13 Motor Fuels Sales Tax,311,2012,1
Q1-2012,Illinois,IL,T14,T14 Pari-Mutuels Sales Tax,1,2012,1
Q1-2012,Illinois,IL,T15,T15 Public Utilities Sales Tax,477,2012,1
Q1-2012,Illinois,IL,T16,T16 Tobacco Products Sales Tax,134,2012,1
Q1-2012,Illinois,IL,T19,T19 Other Selective Sales and Gross Receipts Taxes,125,2012,1
Q1-2012,Illinois,IL,T20,T20 Alcoholic Beverages License,3,2012,1
Q1-2012,Illinois,IL,T21,T21 Amusements License,0,2012,1
Q1-2012,Illinois,IL,T22,T22 Corporations In General License,107,2012,1
Q1-2012,Illinois,IL,T23,T23 Hunting and Fishing License,3,2012,1
Q1-2012,Illinois,IL,T24,T24 Motor Vehicles License,334,2012,1
Q1-2012,Illinois,IL,T25,T25 Motor Vehicle Operators License,25,2012,1
Q1-2012,Illinois,IL,T27,T27 Public Utilities License,4,2012,1
Q1-2012,Illinois,IL,T28,"T28 Occupation and Business License, Not Elsewhere Classified",188,2012,1
Q1-2012,Illinois,IL,T29,T29 Other License Taxes,5,2012,1
Q1-2012,Illinois,IL,T40,T40 Individual Income Taxes,4198,2012,1
Q1-2012,Illinois,IL,T41,T41 Corporation Net Income Taxes,834,2012,1
Q1-2012,Illinois,IL,T50,T50 Death and Gift Taxes,91,2012,1
Q1-2012,Illinois,IL,T51,T51 Documentary and Stock Transfer Taxes,17,2012,1
Q1-2012,Illinois,IL,T53,T53 Severance Taxes,0,2012,1
Q1-2012,Illinois,IL,TOTAL,Total Taxes,9083,2012,1
Q2-2012,Illinois,IL,T01,T01 Property Taxes,16,2012,2
Q2-2012,Illinois,IL,T09,T09 General Sales and Gross Receipts Taxes,2033,2012,2
Q2-2012,Illinois,IL,T10,T10 Alcoholic Beverages Sales Tax,69,2012,2
Q2-2012,Illinois,IL,T11,T11 Amusements Sales Tax,137,2012,2
Q2-2012,Illinois,IL,T12,T12 Insurance Premiums Sales Tax,119,2012,2
Q2-2012,Illinois,IL,T13,T13 Motor Fuels Sales Tax,320,2012,2
Q2-2012,Illinois,IL,T14,T14 Pari-Mutuels Sales Tax,2,2012,2
Q2-2012,Illinois,IL,T15,T15 Public Utilities Sales Tax,417,2012,2
Q2-2012,Illinois,IL,T16,T16 Tobacco Products Sales Tax,201,2012,2
Q2-2012,Illinois,IL,T19,T19 Other Selective Sales and Gross Receipts Taxes,208,2012,2
Q2-2012,Illinois,IL,T20,T20 Alcoholic Beverages License,3,2012,2
Q2-2012,Illinois,IL,T21,T21 Amusements License,0,2012,2
Q2-2012,Illinois,IL,T22,T22 Corporations In General License,67,2012,2
Q2-2012,Illinois,IL,T23,T23 Hunting and Fishing License,16,2012,2
Q2-2012,Illinois,IL,T24,T24 Motor Vehicles License,518,2012,2
Q2-2012,Illinois,IL,T25,T25 Motor Vehicle Operators License,27,2012,2
Q2-2012,Illinois,IL,T27,T27 Public Utilities License,4,2012,2
Q2-2012,Illinois,IL,T28,"T28 Occupation and Business License, Not Elsewhere Classified",60,2012,2
Q2-2012,Illinois,IL,T29,T29 Other License Taxes,6,2012,2
Q2-2012,Illinois,IL,T40,T40 Individual Income Taxes,4791,2012,2
Q2-2012,Illinois,IL,T41,T41 Corporation Net Income Taxes,1366,2012,2
Q2-2012,Illinois,IL,T50,T50 Death and Gift Taxes,62,2012,2
Q2-2012,Illinois,IL,T51,T51 Documentary and Stock Transfer Taxes,15,2012,2
Q2-2012,Illinois,IL,T53,T53 Severance Taxes,0,2012,2
Q2-2012,Illinois,IL,TOTAL,Total Taxes,10459,2012,2
Q3-2012,Illinois,IL,T01,T01 Property Taxes,11,2012,3
Q3-2012,Illinois,IL,T09,T09 General Sales and Gross Receipts Taxes,1994,2012,3
Q3-2012,Illinois,IL,T10,T10 Alcoholic Beverages Sales Tax,74,2012,3
Q3-2012,Illinois,IL,T11,T11 Amusements Sales Tax,168,2012,3
Q3-2012,Illinois,IL,T12,T12 Insurance Premiums Sales Tax,66,2012,3
Q3-2012,Illinois,IL,T13,T13 Motor Fuels Sales Tax,330,2012,3
Q3-2012,Illinois,IL,T14,T14 Pari-Mutuels Sales Tax,2,2012,3
Q3-2012,Illinois,IL,T15,T15 Public Utilities Sales Tax,389,2012,3
Q3-2012,Illinois,IL,T16,T16 Tobacco Products Sales Tax,156,2012,3
Q3-2012,Illinois,IL,T19,T19 Other Selective Sales and Gross Receipts Taxes,435,2012,3
Q3-2012,Illinois,IL,T20,T20 Alcoholic Beverages License,3,2012,3
Q3-2012,Illinois,IL,T21,T21 Amusements License,5,2012,3
Q3-2012,Illinois,IL,T22,T22 Corporations In General License,74,2012,3
Q3-2012,Illinois,IL,T23,T23 Hunting and Fishing License,10,2012,3
Q3-2012,Illinois,IL,T24,T24 Motor Vehicles License,425,2012,3
Q3-2012,Illinois,IL,T25,T25 Motor Vehicle Operators License,25,2012,3
Q3-2012,Illinois,IL,T27,T27 Public Utilities License,9,2012,3
Q3-2012,Illinois,IL,T28,"T28 Occupation and Business License, Not Elsewhere Classified",83,2012,3
Q3-2012,Illinois,IL,T29,T29 Other License Taxes,5,2012,3
Q3-2012,Illinois,IL,T40,T40 Individual Income Taxes,3404,2012,3
Q3-2012,Illinois,IL,T41,T41 Corporation Net Income Taxes,778,2012,3
Q3-2012,Illinois,IL,T50,T50 Death and Gift Taxes,97,2012,3
Q3-2012,Illinois,IL,T51,T51 Documentary and Stock Transfer Taxes,13,2012,3
Q3-2012,Illinois,IL,T53,T53 Severance Taxes,0,2012,3
Q3-2012,Illinois,IL,TOTAL,Total Taxes,8555,2012,3
Q4-2012,Illinois,IL,T01,T01 Property Taxes,16,2012,4
Q4-2012,Illinois,IL,T09,T09 General Sales and Gross Receipts Taxes,2103,2012,4
Q4-2012,Illinois,IL,T10,T10 Alcoholic Beverages Sales Tax,72,2012,4
Q4-2012,Illinois,IL,T11,T11 Amusements Sales Tax,172,2012,4
Q4-2012,Illinois,IL,T12,T12 Insurance Premiums Sales Tax,93,2012,4
Q4-2012,Illinois,IL,T13,T13 Motor Fuels Sales Tax,320,2012,4
Q4-2012,Illinois,IL,T14,T14 Pari-Mutuels Sales Tax,2,2012,4
Q4-2012,Illinois,IL,T15,T15 Public Utilities Sales Tax,380,2012,4
Q4-2012,Illinois,IL,T16,T16 Tobacco Products Sales Tax,231,2012,4
Q4-2012,Illinois,IL,T19,T19 Other Selective Sales and Gross Receipts Taxes,371,2012,4
Q4-2012,Illinois,IL,T20,T20 Alcoholic Beverages License,3,2012,4
Q4-2012,Illinois,IL,T21,T21 Amusements License,1,2012,4
Q4-2012,Illinois,IL,T22,T22 Corporations In General License,87,2012,4
Q4-2012,Illinois,IL,T23,T23 Hunting and Fishing License,12,2012,4
Q4-2012,Illinois,IL,T24,T24 Motor Vehicles License,352,2012,4
Q4-2012,Illinois,IL,T25,T25 Motor Vehicle Operators License,26,2012,4
Q4-2012,Illinois,IL,T27,T27 Public Utilities License,3,2012,4
Q4-2012,Illinois,IL,T28,"T28 Occupation and Business License, Not Elsewhere Classified",65,2012,4
Q4-2012,Illinois,IL,T29,T29 Other License Taxes,5,2012,4
Q4-2012,Illinois,IL,T40,T40 Individual Income Taxes,3436,2012,4
Q4-2012,Illinois,IL,T41,T41 Corporation Net Income Taxes,891,2012,4
Q4-2012,Illinois,IL,T50,T50 Death and Gift Taxes,68,2012,4
Q4-2012,Illinois,IL,T51,T51 Documentary and Stock Transfer Taxes,10,2012,4
Q4-2012,Illinois,IL,T53,T53 Severance Taxes,0,2012,4
Q4-2012,Illinois,IL,TOTAL,Total Taxes,8719,2012,4
Q1-2013,Illinois,IL,T01,T01 Property Taxes,17,2013,1
Q1-2013,Illinois,IL,T09,T09 General Sales and Gross Receipts Taxes,1963,2013,1
Q1-2013,Illinois,IL,T10,T10 Alcoholic Beverages Sales Tax,66,2013,1
Q1-2013,Illinois,IL,T11,T11 Amusements Sales Tax,108,2013,1
Q1-2013,Illinois,IL,T12,T12 Insurance Premiums Sales Tax,76,2013,1
Q1-2013,Illinois,IL,T13,T13 Motor Fuels Sales Tax,289,2013,1
Q1-2013,Illinois,IL,T14,T14 Pari-Mutuels Sales Tax,1,2013,1
Q1-2013,Illinois,IL,T15,T15 Public Utilities Sales Tax,426,2013,1
Q1-2013,Illinois,IL,T16,T16 Tobacco Products Sales Tax,217,2013,1
Q1-2013,Illinois,IL,T19,T19 Other Selective Sales and Gross Receipts Taxes,548,2013,1
Q1-2013,Illinois,IL,T20,T20 Alcoholic Beverages License,3,2013,1
Q1-2013,Illinois,IL,T21,T21 Amusements License,11,2013,1
Q1-2013,Illinois,IL,T22,T22 Corporations In General License,112,2013,1
Q1-2013,Illinois,IL,T23,T23 Hunting and Fishing License,2,2013,1
Q1-2013,Illinois,IL,T24,T24 Motor Vehicles License,326,2013,1
Q1-2013,Illinois,IL,T25,T25 Motor Vehicle Operators License,24,2013,1
Q1-2013,Illinois,IL,T27,T27 Public Utilities License,3,2013,1
Q1-2013,Illinois,IL,T28,"T28 Occupation and Business License, Not Elsewhere Classified",182,2013,1
Q1-2013,Illinois,IL,T29,T29 Other License Taxes,9,2013,1
Q1-2013,Illinois,IL,T40,T40 Individual Income Taxes,4345,2013,1
Q1-2013,Illinois,IL,T41,T41 Corporation Net Income Taxes,1028,2013,1
Q1-2013,Illinois,IL,T50,T50 Death and Gift Taxes,62,2013,1
Q1-2013,Illinois,IL,T51,T51 Documentary and Stock Transfer Taxes,14,2013,1
Q1-2013,Illinois,IL,T53,T53 Severance Taxes,0,2013,1
Q1-2013,Illinois,IL,TOTAL,Total Taxes,9833,2013,1
Q2-2013,Illinois,IL,T01,T01 Property Taxes,17,2013,2
Q2-2013,Illinois,IL,T09,T09 General Sales and Gross Receipts Taxes,2099,2013,2
Q2-2013,Illinois,IL,T10,T10 Alcoholic Beverages Sales Tax,68,2013,2
Q2-2013,Illinois,IL,T11,T11 Amusements Sales Tax,150,2013,2
Q2-2013,Illinois,IL,T12,T12 Insurance Premiums Sales Tax,125,2013,2
Q2-2013,Illinois,IL,T13,T13 Motor Fuels Sales Tax,321,2013,2
Q2-2013,Illinois,IL,T14,T14 Pari-Mutuels Sales Tax,1,2013,2
Q2-2013,Illinois,IL,T15,T15 Public Utilities Sales Tax,444,2013,2
Q2-2013,Illinois,IL,T16,T16 Tobacco Products Sales Tax,253,2013,2
Q2-2013,Illinois,IL,T19,T19 Other Selective Sales and Gross Receipts Taxes,207,2013,2
Q2-2013,Illinois,IL,T20,T20 Alcoholic Beverages License,4,2013,2
Q2-2013,Illinois,IL,T21,T21 Amusements License,1,2013,2
Q2-2013,Illinois,IL,T22,T22 Corporations In General License,74,2013,2
Q2-2013,Illinois,IL,T23,T23 Hunting and Fishing License,15,2013,2
Q2-2013,Illinois,IL,T24,T24 Motor Vehicles License,482,2013,2
Q2-2013,Illinois,IL,T25,T25 Motor Vehicle Operators License,28,2013,2
Q2-2013,Illinois,IL,T27,T27 Public Utilities License,3,2013,2
Q2-2013,Illinois,IL,T28,"T28 Occupation and Business License, Not Elsewhere Classified",101,2013,2
Q2-2013,Illinois,IL,T29,T29 Other License Taxes,13,2013,2
Q2-2013,Illinois,IL,T40,T40 Individual Income Taxes,5354,2013,2
Q2-2013,Illinois,IL,T41,T41 Corporation Net Income Taxes,1765,2013,2
Q2-2013,Illinois,IL,T50,T50 Death and Gift Taxes,82,2013,2
Q2-2013,Illinois,IL,T51,T51 Documentary and Stock Transfer Taxes,16,2013,2
Q2-2013,Illinois,IL,T53,T53 Severance Taxes,0,2013,2
Q2-2013,Illinois,IL,TOTAL,Total Taxes,11623,2013,2
Q3-2013,Illinois,IL,T01,T01 Property Taxes,10,2013,3
Q3-2013,Illinois,IL,T09,T09 General Sales and Gross Receipts Taxes,2167,2013,3
Q3-2013,Illinois,IL,T10,T10 Alcoholic Beverages Sales Tax,74,2013,3
Q3-2013,Illinois,IL,T11,T11 Amusements Sales Tax,181,2013,3
Q3-2013,Illinois,IL,T12,T12 Insurance Premiums Sales Tax,86,2013,3
Q3-2013,Illinois,IL,T13,T13 Motor Fuels Sales Tax,330,2013,3
Q3-2013,Illinois,IL,T14,T14 Pari-Mutuels Sales Tax,2,2013,3
Q3-2013,Illinois,IL,T15,T15 Public Utilities Sales Tax,392,2013,3
Q3-2013,Illinois,IL,T16,T16 Tobacco Products Sales Tax,225,2013,3
Q3-2013,Illinois,IL,T19,T19 Other Selective Sales and Gross Receipts Taxes,400,2013,3
Q3-2013,Illinois,IL,T20,T20 Alcoholic Beverages License,3,2013,3
Q3-2013,Illinois,IL,T21,T21 Amusements License,1,2013,3
Q3-2013,Illinois,IL,T22,T22 Corporations In General License,75,2013,3
Q3-2013,Illinois,IL,T23,T23 Hunting and Fishing License,11,2013,3
Q3-2013,Illinois,IL,T24,T24 Motor Vehicles License,454,2013,3
Q3-2013,Illinois,IL,T25,T25 Motor Vehicle Operators License,28,2013,3
Q3-2013,Illinois,IL,T27,T27 Public Utilities License,7,2013,3
Q3-2013,Illinois,IL,T28,"T28 Occupation and Business License, Not Elsewhere Classified",97,2013,3
Q3-2013,Illinois,IL,T29,T29 Other License Taxes,7,2013,3
Q3-2013,Illinois,IL,T40,T40 Individual Income Taxes,3609,2013,3
Q3-2013,Illinois,IL,T41,T41 Corporation Net Income Taxes,878,2013,3
Q3-2013,Illinois,IL,T50,T50 Death and Gift Taxes,49,2013,3
Q3-2013,Illinois,IL,T51,T51 Documentary and Stock Transfer Taxes,13,2013,3
Q3-2013,Illinois,IL,T53,T53 Severance Taxes,0,2013,3
Q3-2013,Illinois,IL,TOTAL,Total Taxes,9098,2013,3
Q4-2013,Illinois,IL,T01,T01 Property Taxes,17,2013,4
Q4-2013,Illinois,IL,T09,T09 General Sales and Gross Receipts Taxes,2165,2013,4
Q4-2013,Illinois,IL,T10,T10 Alcoholic Beverages Sales Tax,71,2013,4
Q4-2013,Illinois,IL,T11,T11 Amusements Sales Tax,187,2013,4
Q4-2013,Illinois,IL,T12,T12 Insurance Premiums Sales Tax,69,2013,4
Q4-2013,Illinois,IL,T13,T13 Motor Fuels Sales Tax,329,2013,4
Q4-2013,Illinois,IL,T14,T14 Pari-Mutuels Sales Tax,2,2013,4
Q4-2013,Illinois,IL,T15,T15 Public Utilities Sales Tax,406,2013,4
Q4-2013,Illinois,IL,T16,T16 Tobacco Products Sales Tax,227,2013,4
Q4-2013,Illinois,IL,T19,T19 Other Selective Sales and Gross Receipts Taxes,844,2013,4
Q4-2013,Illinois,IL,T20,T20 Alcoholic Beverages License,3,2013,4
Q4-2013,Illinois,IL,T21,T21 Amusements License,1,2013,4
Q4-2013,Illinois,IL,T22,T22 Corporations In General License,83,2013,4
Q4-2013,Illinois,IL,T23,T23 Hunting and Fishing License,14,2013,4
Q4-2013,Illinois,IL,T24,T24 Motor Vehicles License,295,2013,4
Q4-2013,Illinois,IL,T25,T25 Motor Vehicle Operators License,28,2013,4
Q4-2013,Illinois,IL,T27,T27 Public Utilities License,5,2013,4
Q4-2013,Illinois,IL,T28,"T28 Occupation and Business License, Not Elsewhere Classified",70,2013,4
Q4-2013,Illinois,IL,T29,T29 Other License Taxes,8,2013,4
Q4-2013,Illinois,IL,T40,T40 Individual Income Taxes,3566,2013,4
Q4-2013,Illinois,IL,T41,T41 Corporation Net Income Taxes,948,2013,4
Q4-2013,Illinois,IL,T50,T50 Death and Gift Taxes,89,2013,4
Q4-2013,Illinois,IL,T51,T51 Documentary and Stock Transfer Taxes,16,2013,4
Q4-2013,Illinois,IL,T53,T53 Severance Taxes,0,2013,4
Q4-2013,Illinois,IL,TOTAL,Total Taxes,9440,2013,4
Q1-2014,Illinois,IL,T01,T01 Property Taxes,11,2014,1
Q1-2014,Illinois,IL,T09,T09 General Sales and Gross Receipts Taxes,1970,2014,1
Q1-2014,Illinois,IL,T10,T10 Alcoholic Beverages Sales Tax,67,2014,1
Q1-2014,Illinois,IL,T11,T11 Amusements Sales Tax,126,2014,1
Q1-2014,Illinois,IL,T12,T12 Insurance Premiums Sales Tax,75,2014,1
Q1-2014,Illinois,IL,T13,T13 Motor Fuels Sales Tax,296,2014,1
Q1-2014,Illinois,IL,T14,T14 Pari-Mutuels Sales Tax,1,2014,1
Q1-2014,Illinois,IL,T15,T15 Public Utilities Sales Tax,471,2014,1
Q1-2014,Illinois,IL,T16,T16 Tobacco Products Sales Tax,188,2014,1
Q1-2014,Illinois,IL,T19,T19 Other Selective Sales and Gross Receipts Taxes,436,2014,1
Q1-2014,Illinois,IL,T20,T20 Alcoholic Beverages License,3,2014,1
Q1-2014,Illinois,IL,T21,T21 Amusements License,12,2014,1
Q1-2014,Illinois,IL,T22,T22 Corporations In General License,116,2014,1
Q1-2014,Illinois,IL,T23,T23 Hunting and Fishing License,2,2014,1
Q1-2014,Illinois,IL,T24,T24 Motor Vehicles License,335,2014,1
Q1-2014,Illinois,IL,T25,T25 Motor Vehicle Operators License,29,2014,1
Q1-2014,Illinois,IL,T27,T27 Public Utilities License,2,2014,1
Q1-2014,Illinois,IL,T28,"T28 Occupation and Business License, Not Elsewhere Classified",208,2014,1
Q1-2014,Illinois,IL,T29,T29 Other License Taxes,14,2014,1
Q1-2014,Illinois,IL,T40,T40 Individual Income Taxes,4506,2014,1
Q1-2014,Illinois,IL,T41,T41 Corporation Net Income Taxes,1105,2014,1
Q1-2014,Illinois,IL,T50,T50 Death and Gift Taxes,59,2014,1
Q1-2014,Illinois,IL,T51,T51 Documentary and Stock Transfer Taxes,13,2014,1
Q1-2014,Illinois,IL,T53,T53 Severance Taxes,0,2014,1
Q1-2014,Illinois,IL,TOTAL,Total Taxes,10046,2014,1
Q2-2014,Illinois,IL,T01,T01 Property Taxes,16,2014,2
Q2-2014,Illinois,IL,T09,T09 General Sales and Gross Receipts Taxes,2214,2014,2
Q2-2014,Illinois,IL,T10,T10 Alcoholic Beverages Sales Tax,68,2014,2
Q2-2014,Illinois,IL,T11,T11 Amusements Sales Tax,169,2014,2
Q2-2014,Illinois,IL,T12,T12 Insurance Premiums Sales Tax,130,2014,2
Q2-2014,Illinois,IL,T13,T13 Motor Fuels Sales Tax,338,2014,2
Q2-2014,Illinois,IL,T14,T14 Pari-Mutuels Sales Tax,2,2014,2
Q2-2014,Illinois,IL,T15,T15 Public Utilities Sales Tax,382,2014,2
Q2-2014,Illinois,IL,T16,T16 Tobacco Products Sales Tax,220,2014,2
Q2-2014,Illinois,IL,T19,T19 Other Selective Sales and Gross Receipts Taxes,451,2014,2
Q2-2014,Illinois,IL,T20,T20 Alcoholic Beverages License,4,2014,2
Q2-2014,Illinois,IL,T21,T21 Amusements License,1,2014,2
Q2-2014,Illinois,IL,T22,T22 Corporations In General License,72,2014,2
Q2-2014,Illinois,IL,T23,T23 Hunting and Fishing License,16,2014,2
Q2-2014,Illinois,IL,T24,T24 Motor Vehicles License,540,2014,2
Q2-2014,Illinois,IL,T25,T25 Motor Vehicle Operators License,32,2014,2
Q2-2014,Illinois,IL,T27,T27 Public Utilities License,2,2014,2
Q2-2014,Illinois,IL,T28,"T28 Occupation and Business License, Not Elsewhere Classified",94,2014,2
Q2-2014,Illinois,IL,T29,T29 Other License Taxes,6,2014,2
Q2-2014,Illinois,IL,T40,T40 Individual Income Taxes,4962,2014,2
Q2-2014,Illinois,IL,T41,T41 Corporation Net Income Taxes,1509,2014,2
Q2-2014,Illinois,IL,T50,T50 Death and Gift Taxes,98,2014,2
Q2-2014,Illinois,IL,T51,T51 Documentary and Stock Transfer Taxes,14,2014,2
Q2-2014,Illinois,IL,T53,T53 Severance Taxes,0,2014,2
Q2-2014,Illinois,IL,TOTAL,Total Taxes,11338,2014,2
Q3-2014,Illinois,IL,T01,T01 Property Taxes,17,2014,3
Q3-2014,Illinois,IL,T09,T09 General Sales and Gross Receipts Taxes,2260,2014,3
Q3-2014,Illinois,IL,T10,T10 Alcoholic Beverages Sales Tax,74,2014,3
Q3-2014,Illinois,IL,T11,T11 Amusements Sales Tax,204,2014,3
Q3-2014,Illinois,IL,T12,T12 Insurance Premiums Sales Tax,92,2014,3
Q3-2014,Illinois,IL,T13,T13 Motor Fuels Sales Tax,307,2014,3
Q3-2014,Illinois,IL,T14,T14 Pari-Mutuels Sales Tax,2,2014,3
Q3-2014,Illinois,IL,T15,T15 Public Utilities Sales Tax,413,2014,3
Q3-2014,Illinois,IL,T16,T16 Tobacco Products Sales Tax,237,2014,3
Q3-2014,Illinois,IL,T19,T19 Other Selective Sales and Gross Receipts Taxes,488,2014,3
Q3-2014,Illinois,IL,T20,T20 Alcoholic Beverages License,3,2014,3
Q3-2014,Illinois,IL,T21,T21 Amusements License,1,2014,3
Q3-2014,Illinois,IL,T22,T22 Corporations In General License,80,2014,3
Q3-2014,Illinois,IL,T23,T23 Hunting and Fishing License,9,2014,3
Q3-2014,Illinois,IL,T24,T24 Motor Vehicles License,467,2014,3
Q3-2014,Illinois,IL,T25,T25 Motor Vehicle Operators License,31,2014,3
