date,state,state_abb,cat_tax,cat_str,rev,year,quarter
Q1-2013,New Jersey,NJ,TOTAL,Total Taxes,7050,2013,1
Q2-2013,New Jersey,NJ,T01,T01 Property Taxes,2,2013,2
Q2-2013,New Jersey,NJ,T09,T09 General Sales and Gross Receipts Taxes,3108,2013,2
Q2-2013,New Jersey,NJ,T10,T10 Alcoholic Beverages Sales Tax,57,2013,2
Q2-2013,New Jersey,NJ,T11,T11 Amusements Sales Tax,64,2013,2
Q2-2013,New Jersey,NJ,T12,T12 Insurance Premiums Sales Tax,239,2013,2
Q2-2013,New Jersey,NJ,T13,T13 Motor Fuels Sales Tax,183,2013,2
Q2-2013,New Jersey,NJ,T15,T15 Public Utilities Sales Tax,596,2013,2
Q2-2013,New Jersey,NJ,T16,T16 Tobacco Products Sales Tax,188,2013,2
Q2-2013,New Jersey,NJ,T19,T19 Other Selective Sales and Gross Receipts Taxes,220,2013,2
Q2-2013,New Jersey,NJ,T20,T20 Alcoholic Beverages License,0,2013,2
Q2-2013,New Jersey,NJ,T21,T21 Amusements License,12,2013,2
Q2-2013,New Jersey,NJ,T22,T22 Corporations In General License,121,2013,2
Q2-2013,New Jersey,NJ,T23,T23 Hunting and Fishing License,4,2013,2
Q2-2013,New Jersey,NJ,T24,T24 Motor Vehicles License,170,2013,2
Q2-2013,New Jersey,NJ,T25,T25 Motor Vehicle Operators License,15,2013,2
Q2-2013,New Jersey,NJ,T27,T27 Public Utilities License,7,2013,2
Q2-2013,New Jersey,NJ,T28,"T28 Occupation and Business License, Not Elsewhere Classified",173,2013,2
Q2-2013,New Jersey,NJ,T29,T29 Other License Taxes,1,2013,2
Q2-2013,New Jersey,NJ,T40,T40 Individual Income Taxes,4699,2013,2
Q2-2013,New Jersey,NJ,T41,T41 Corporation Net Income Taxes,1093,2013,2
Q2-2013,New Jersey,NJ,T50,T50 Death and Gift Taxes,173,2013,2
Q2-2013,New Jersey,NJ,T51,T51 Documentary and Stock Transfer Taxes,112,2013,2
Q2-2013,New Jersey,NJ,TOTAL,Total Taxes,11235,2013,2
Q3-2013,New Jersey,NJ,T01,T01 Property Taxes,0,2013,3
Q3-2013,New Jersey,NJ,T09,T09 General Sales and Gross Receipts Taxes,1443,2013,3
Q3-2013,New Jersey,NJ,T10,T10 Alcoholic Beverages Sales Tax,19,2013,3
Q3-2013,New Jersey,NJ,T11,T11 Amusements Sales Tax,59,2013,3
Q3-2013,New Jersey,NJ,T12,T12 Insurance Premiums Sales Tax,18,2013,3
Q3-2013,New Jersey,NJ,T13,T13 Motor Fuels Sales Tax,82,2013,3
Q3-2013,New Jersey,NJ,T15,T15 Public Utilities Sales Tax,90,2013,3
Q3-2013,New Jersey,NJ,T16,T16 Tobacco Products Sales Tax,198,2013,3
Q3-2013,New Jersey,NJ,T19,T19 Other Selective Sales and Gross Receipts Taxes,76,2013,3
Q3-2013,New Jersey,NJ,T20,T20 Alcoholic Beverages License,2,2013,3
Q3-2013,New Jersey,NJ,T21,T21 Amusements License,15,2013,3
Q3-2013,New Jersey,NJ,T22,T22 Corporations In General License,47,2013,3
Q3-2013,New Jersey,NJ,T23,T23 Hunting and Fishing License,1,2013,3
Q3-2013,New Jersey,NJ,T24,T24 Motor Vehicles License,150,2013,3
Q3-2013,New Jersey,NJ,T25,T25 Motor Vehicle Operators License,13,2013,3
Q3-2013,New Jersey,NJ,T27,T27 Public Utilities License,0,2013,3
Q3-2013,New Jersey,NJ,T28,"T28 Occupation and Business License, Not Elsewhere Classified",104,2013,3
Q3-2013,New Jersey,NJ,T29,T29 Other License Taxes,0,2013,3
Q3-2013,New Jersey,NJ,T40,T40 Individual Income Taxes,1945,2013,3
Q3-2013,New Jersey,NJ,T41,T41 Corporation Net Income Taxes,423,2013,3
Q3-2013,New Jersey,NJ,T50,T50 Death and Gift Taxes,167,2013,3
Q3-2013,New Jersey,NJ,T51,T51 Documentary and Stock Transfer Taxes,78,2013,3
Q3-2013,New Jersey,NJ,TOTAL,Total Taxes,4930,2013,3
Q4-2013,New Jersey,NJ,T01,T01 Property Taxes,4,2013,4
Q4-2013,New Jersey,NJ,T09,T09 General Sales and Gross Receipts Taxes,2094,2013,4
Q4-2013,New Jersey,NJ,T10,T10 Alcoholic Beverages Sales Tax,20,2013,4
Q4-2013,New Jersey,NJ,T11,T11 Amusements Sales Tax,45,2013,4
Q4-2013,New Jersey,NJ,T12,T12 Insurance Premiums Sales Tax,13,2013,4
Q4-2013,New Jersey,NJ,T13,T13 Motor Fuels Sales Tax,137,2013,4
Q4-2013,New Jersey,NJ,T15,T15 Public Utilities Sales Tax,86,2013,4
Q4-2013,New Jersey,NJ,T16,T16 Tobacco Products Sales Tax,193,2013,4
Q4-2013,New Jersey,NJ,T19,T19 Other Selective Sales and Gross Receipts Taxes,158,2013,4
Q4-2013,New Jersey,NJ,T20,T20 Alcoholic Beverages License,1,2013,4
Q4-2013,New Jersey,NJ,T21,T21 Amusements License,13,2013,4
Q4-2013,New Jersey,NJ,T22,T22 Corporations In General License,56,2013,4
Q4-2013,New Jersey,NJ,T23,T23 Hunting and Fishing License,5,2013,4
Q4-2013,New Jersey,NJ,T24,T24 Motor Vehicles License,133,2013,4
Q4-2013,New Jersey,NJ,T25,T25 Motor Vehicle Operators License,12,2013,4
Q4-2013,New Jersey,NJ,T27,T27 Public Utilities License,0,2013,4
Q4-2013,New Jersey,NJ,T28,"T28 Occupation and Business License, Not Elsewhere Classified",104,2013,4
Q4-2013,New Jersey,NJ,T29,T29 Other License Taxes,0,2013,4
Q4-2013,New Jersey,NJ,T40,T40 Individual Income Taxes,2612,2013,4
Q4-2013,New Jersey,NJ,T41,T41 Corporation Net Income Taxes,500,2013,4
Q4-2013,New Jersey,NJ,T50,T50 Death and Gift Taxes,180,2013,4
Q4-2013,New Jersey,NJ,T51,T51 Documentary and Stock Transfer Taxes,100,2013,4
Q4-2013,New Jersey,NJ,TOTAL,Total Taxes,6466,2013,4
Q1-2014,New Jersey,NJ,T01,T01 Property Taxes,0,2014,1
Q1-2014,New Jersey,NJ,T09,T09 General Sales and Gross Receipts Taxes,2071,2014,1
Q1-2014,New Jersey,NJ,T10,T10 Alcoholic Beverages Sales Tax,41,2014,1
Q1-2014,New Jersey,NJ,T11,T11 Amusements Sales Tax,52,2014,1
Q1-2014,New Jersey,NJ,T12,T12 Insurance Premiums Sales Tax,313,2014,1
Q1-2014,New Jersey,NJ,T13,T13 Motor Fuels Sales Tax,130,2014,1
Q1-2014,New Jersey,NJ,T15,T15 Public Utilities Sales Tax,230,2014,1
Q1-2014,New Jersey,NJ,T16,T16 Tobacco Products Sales Tax,167,2014,1
Q1-2014,New Jersey,NJ,T19,T19 Other Selective Sales and Gross Receipts Taxes,150,2014,1
Q1-2014,New Jersey,NJ,T20,T20 Alcoholic Beverages License,0,2014,1
Q1-2014,New Jersey,NJ,T21,T21 Amusements License,11,2014,1
Q1-2014,New Jersey,NJ,T22,T22 Corporations In General License,50,2014,1
Q1-2014,New Jersey,NJ,T23,T23 Hunting and Fishing License,3,2014,1
Q1-2014,New Jersey,NJ,T24,T24 Motor Vehicles License,158,2014,1
Q1-2014,New Jersey,NJ,T25,T25 Motor Vehicle Operators License,14,2014,1
Q1-2014,New Jersey,NJ,T27,T27 Public Utilities License,0,2014,1
Q1-2014,New Jersey,NJ,T28,"T28 Occupation and Business License, Not Elsewhere Classified",104,2014,1
Q1-2014,New Jersey,NJ,T29,T29 Other License Taxes,0,2014,1
Q1-2014,New Jersey,NJ,T40,T40 Individual Income Taxes,3083,2014,1
Q1-2014,New Jersey,NJ,T41,T41 Corporation Net Income Taxes,447,2014,1
Q1-2014,New Jersey,NJ,T50,T50 Death and Gift Taxes,166,2014,1
Q1-2014,New Jersey,NJ,T51,T51 Documentary and Stock Transfer Taxes,86,2014,1
Q1-2014,New Jersey,NJ,TOTAL,Total Taxes,7278,2014,1
Q2-2014,New Jersey,NJ,T01,T01 Property Taxes,0,2014,2
Q2-2014,New Jersey,NJ,T09,T09 General Sales and Gross Receipts Taxes,3242,2014,2
Q2-2014,New Jersey,NJ,T10,T10 Alcoholic Beverages Sales Tax,56,2014,2
Q2-2014,New Jersey,NJ,T11,T11 Amusements Sales Tax,66,2014,2
Q2-2014,New Jersey,NJ,T12,T12 Insurance Premiums Sales Tax,241,2014,2
Q2-2014,New Jersey,NJ,T13,T13 Motor Fuels Sales Tax,181,2014,2
Q2-2014,New Jersey,NJ,T15,T15 Public Utilities Sales Tax,557,2014,2
Q2-2014,New Jersey,NJ,T16,T16 Tobacco Products Sales Tax,176,2014,2
Q2-2014,New Jersey,NJ,T19,T19 Other Selective Sales and Gross Receipts Taxes,205,2014,2
Q2-2014,New Jersey,NJ,T20,T20 Alcoholic Beverages License,0,2014,2
Q2-2014,New Jersey,NJ,T21,T21 Amusements License,18,2014,2
Q2-2014,New Jersey,NJ,T22,T22 Corporations In General License,78,2014,2
Q2-2014,New Jersey,NJ,T23,T23 Hunting and Fishing License,4,2014,2
Q2-2014,New Jersey,NJ,T24,T24 Motor Vehicles License,184,2014,2
Q2-2014,New Jersey,NJ,T25,T25 Motor Vehicle Operators License,16,2014,2
Q2-2014,New Jersey,NJ,T27,T27 Public Utilities License,10,2014,2
Q2-2014,New Jersey,NJ,T28,"T28 Occupation and Business License, Not Elsewhere Classified",170,2014,2
Q2-2014,New Jersey,NJ,T29,T29 Other License Taxes,1,2014,2
Q2-2014,New Jersey,NJ,T40,T40 Individual Income Taxes,4671,2014,2
Q2-2014,New Jersey,NJ,T41,T41 Corporation Net Income Taxes,699,2014,2
Q2-2014,New Jersey,NJ,T50,T50 Death and Gift Taxes,175,2014,2
Q2-2014,New Jersey,NJ,T51,T51 Documentary and Stock Transfer Taxes,142,2014,2
Q2-2014,New Jersey,NJ,TOTAL,Total Taxes,10892,2014,2
Q3-2014,New Jersey,NJ,T01,T01 Property Taxes,0,2014,3
Q3-2014,New Jersey,NJ,T09,T09 General Sales and Gross Receipts Taxes,1478,2014,3
Q3-2014,New Jersey,NJ,T10,T10 Alcoholic Beverages Sales Tax,16,2014,3
Q3-2014,New Jersey,NJ,T11,T11 Amusements Sales Tax,63,2014,3
Q3-2014,New Jersey,NJ,T12,T12 Insurance Premiums Sales Tax,11,2014,3
Q3-2014,New Jersey,NJ,T13,T13 Motor Fuels Sales Tax,89,2014,3
Q3-2014,New Jersey,NJ,T15,T15 Public Utilities Sales Tax,116,2014,3
Q3-2014,New Jersey,NJ,T16,T16 Tobacco Products Sales Tax,190,2014,3
Q3-2014,New Jersey,NJ,T19,T19 Other Selective Sales and Gross Receipts Taxes,83,2014,3
Q3-2014,New Jersey,NJ,T20,T20 Alcoholic Beverages License,2,2014,3
Q3-2014,New Jersey,NJ,T21,T21 Amusements License,20,2014,3
Q3-2014,New Jersey,NJ,T22,T22 Corporations In General License,58,2014,3
Q3-2014,New Jersey,NJ,T23,T23 Hunting and Fishing License,2,2014,3
Q3-2014,New Jersey,NJ,T24,T24 Motor Vehicles License,150,2014,3
Q3-2014,New Jersey,NJ,T25,T25 Motor Vehicle Operators License,13,2014,3
Q3-2014,New Jersey,NJ,T27,T27 Public Utilities License,0,2014,3
Q3-2014,New Jersey,NJ,T28,"T28 Occupation and Business License, Not Elsewhere Classified",108,2014,3
Q3-2014,New Jersey,NJ,T29,T29 Other License Taxes,0,2014,3
Q3-2014,New Jersey,NJ,T40,T40 Individual Income Taxes,2106,2014,3
Q3-2014,New Jersey,NJ,T41,T41 Corporation Net Income Taxes,525,2014,3
Q3-2014,New Jersey,NJ,T50,T50 Death and Gift Taxes,159,2014,3
Q3-2014,New Jersey,NJ,T51,T51 Documentary and Stock Transfer Taxes,87,2014,3
Q3-2014,New Jersey,NJ,TOTAL,Total Taxes,5277,2014,3
Q4-2014,New Jersey,NJ,T01,T01 Property Taxes,5,2014,4
Q4-2014,New Jersey,NJ,T09,T09 General Sales and Gross Receipts Taxes,2155,2014,4
Q4-2014,New Jersey,NJ,T10,T10 Alcoholic Beverages Sales Tax,20,2014,4
Q4-2014,New Jersey,NJ,T11,T11 Amusements Sales Tax,36,2014,4
Q4-2014,New Jersey,NJ,T12,T12 Insurance Premiums Sales Tax,15,2014,4
Q4-2014,New Jersey,NJ,T13,T13 Motor Fuels Sales Tax,128,2014,4
Q4-2014,New Jersey,NJ,T15,T15 Public Utilities Sales Tax,121,2014,4
Q4-2014,New Jersey,NJ,T16,T16 Tobacco Products Sales Tax,186,2014,4
Q4-2014,New Jersey,NJ,T19,T19 Other Selective Sales and Gross Receipts Taxes,146,2014,4
Q4-2014,New Jersey,NJ,T20,T20 Alcoholic Beverages License,2,2014,4
Q4-2014,New Jersey,NJ,T21,T21 Amusements License,14,2014,4
Q4-2014,New Jersey,NJ,T22,T22 Corporations In General License,68,2014,4
Q4-2014,New Jersey,NJ,T23,T23 Hunting and Fishing License,5,2014,4
Q4-2014,New Jersey,NJ,T24,T24 Motor Vehicles License,147,2014,4
Q4-2014,New Jersey,NJ,T25,T25 Motor Vehicle Operators License,13,2014,4
Q4-2014,New Jersey,NJ,T27,T27 Public Utilities License,0,2014,4
Q4-2014,New Jersey,NJ,T28,"T28 Occupation and Business License, Not Elsewhere Classified",108,2014,4
Q4-2014,New Jersey,NJ,T29,T29 Other License Taxes,0,2014,4
Q4-2014,New Jersey,NJ,T40,T40 Individual Income Taxes,2894,2014,4
Q4-2014,New Jersey,NJ,T41,T41 Corporation Net Income Taxes,609,2014,4
Q4-2014,New Jersey,NJ,T50,T50 Death and Gift Taxes,208,2014,4
Q4-2014,New Jersey,NJ,T51,T51 Documentary and Stock Transfer Taxes,110,2014,4
Q4-2014,New Jersey,NJ,TOTAL,Total Taxes,6988,2014,4
Q1-2015,New Jersey,NJ,T01,T01 Property Taxes,0,2015,1
Q1-2015,New Jersey,NJ,T09,T09 General Sales and Gross Receipts Taxes,2119,2015,1
Q1-2015,New Jersey,NJ,T10,T10 Alcoholic Beverages Sales Tax,44,2015,1
Q1-2015,New Jersey,NJ,T11,T11 Amusements Sales Tax,48,2015,1
Q1-2015,New Jersey,NJ,T12,T12 Insurance Premiums Sales Tax,353,2015,1
Q1-2015,New Jersey,NJ,T13,T13 Motor Fuels Sales Tax,130,2015,1
Q1-2015,New Jersey,NJ,T15,T15 Public Utilities Sales Tax,211,2015,1
Q1-2015,New Jersey,NJ,T16,T16 Tobacco Products Sales Tax,158,2015,1
Q1-2015,New Jersey,NJ,T19,T19 Other Selective Sales and Gross Receipts Taxes,143,2015,1
Q1-2015,New Jersey,NJ,T20,T20 Alcoholic Beverages License,0,2015,1
Q1-2015,New Jersey,NJ,T21,T21 Amusements License,10,2015,1
Q1-2015,New Jersey,NJ,T22,T22 Corporations In General License,52,2015,1
Q1-2015,New Jersey,NJ,T23,T23 Hunting and Fishing License,3,2015,1
Q1-2015,New Jersey,NJ,T24,T24 Motor Vehicles License,153,2015,1
Q1-2015,New Jersey,NJ,T25,T25 Motor Vehicle Operators License,13,2015,1
Q1-2015,New Jersey,NJ,T27,T27 Public Utilities License,0,2015,1
Q1-2015,New Jersey,NJ,T28,"T28 Occupation and Business License, Not Elsewhere Classified",108,2015,1
Q1-2015,New Jersey,NJ,T29,T29 Other License Taxes,0,2015,1
Q1-2015,New Jersey,NJ,T40,T40 Individual Income Taxes,3188,2015,1
Q1-2015,New Jersey,NJ,T41,T41 Corporation Net Income Taxes,467,2015,1
Q1-2015,New Jersey,NJ,T50,T50 Death and Gift Taxes,151,2015,1
Q1-2015,New Jersey,NJ,T51,T51 Documentary and Stock Transfer Taxes,105,2015,1
Q1-2015,New Jersey,NJ,TOTAL,Total Taxes,7457,2015,1
Q2-2015,New Jersey,NJ,T01,T01 Property Taxes,0,2015,2
Q2-2015,New Jersey,NJ,T09,T09 General Sales and Gross Receipts Taxes,3394,2015,2
Q2-2015,New Jersey,NJ,T10,T10 Alcoholic Beverages Sales Tax,58,2015,2
Q2-2015,New Jersey,NJ,T11,T11 Amusements Sales Tax,59,2015,2
Q2-2015,New Jersey,NJ,T12,T12 Insurance Premiums Sales Tax,269,2015,2
Q2-2015,New Jersey,NJ,T13,T13 Motor Fuels Sales Tax,189,2015,2
Q2-2015,New Jersey,NJ,T15,T15 Public Utilities Sales Tax,515,2015,2
Q2-2015,New Jersey,NJ,T16,T16 Tobacco Products Sales Tax,182,2015,2
Q2-2015,New Jersey,NJ,T19,T19 Other Selective Sales and Gross Receipts Taxes,225,2015,2
Q2-2015,New Jersey,NJ,T20,T20 Alcoholic Beverages License,0,2015,2
Q2-2015,New Jersey,NJ,T21,T21 Amusements License,9,2015,2
Q2-2015,New Jersey,NJ,T22,T22 Corporations In General License,109,2015,2
Q2-2015,New Jersey,NJ,T23,T23 Hunting and Fishing License,4,2015,2
Q2-2015,New Jersey,NJ,T24,T24 Motor Vehicles License,187,2015,2
Q2-2015,New Jersey,NJ,T25,T25 Motor Vehicle Operators License,16,2015,2
Q2-2015,New Jersey,NJ,T27,T27 Public Utilities License,8,2015,2
Q2-2015,New Jersey,NJ,T28,"T28 Occupation and Business License, Not Elsewhere Classified",170,2015,2
Q2-2015,New Jersey,NJ,T29,T29 Other License Taxes,1,2015,2
Q2-2015,New Jersey,NJ,T40,T40 Individual Income Taxes,5062,2015,2
Q2-2015,New Jersey,NJ,T41,T41 Corporation Net Income Taxes,978,2015,2
Q2-2015,New Jersey,NJ,T50,T50 Death and Gift Taxes,276,2015,2
Q2-2015,New Jersey,NJ,T51,T51 Documentary and Stock Transfer Taxes,134,2015,2
Q2-2015,New Jersey,NJ,TOTAL,Total Taxes,11845,2015,2
Q3-2015,New Jersey,NJ,T01,T01 Property Taxes,0,2015,3
Q3-2015,New Jersey,NJ,T09,T09 General Sales and Gross Receipts Taxes,1531,2015,3
Q3-2015,New Jersey,NJ,T10,T10 Alcoholic Beverages Sales Tax,19,2015,3
Q3-2015,New Jersey,NJ,T11,T11 Amusements Sales Tax,53,2015,3
Q3-2015,New Jersey,NJ,T12,T12 Insurance Premiums Sales Tax,26,2015,3
Q3-2015,New Jersey,NJ,T13,T13 Motor Fuels Sales Tax,93,2015,3
Q3-2015,New Jersey,NJ,T15,T15 Public Utilities Sales Tax,96,2015,3
Q3-2015,New Jersey,NJ,T16,T16 Tobacco Products Sales Tax,187,2015,3
Q3-2015,New Jersey,NJ,T19,T19 Other Selective Sales and Gross Receipts Taxes,92,2015,3
Q3-2015,New Jersey,NJ,T20,T20 Alcoholic Beverages License,0,2015,3
Q3-2015,New Jersey,NJ,T21,T21 Amusements License,13,2015,3
Q3-2015,New Jersey,NJ,T22,T22 Corporations In General License,51,2015,3
Q3-2015,New Jersey,NJ,T23,T23 Hunting and Fishing License,1,2015,3
Q3-2015,New Jersey,NJ,T24,T24 Motor Vehicles License,162,2015,3
Q3-2015,New Jersey,NJ,T25,T25 Motor Vehicle Operators License,14,2015,3
Q3-2015,New Jersey,NJ,T27,T27 Public Utilities License,0,2015,3
Q3-2015,New Jersey,NJ,T28,"T28 Occupation and Business License, Not Elsewhere Classified",107,2015,3
Q3-2015,New Jersey,NJ,T29,T29 Other License Taxes,0,2015,3
Q3-2015,New Jersey,NJ,T40,T40 Individual Income Taxes,2277,2015,3
Q3-2015,New Jersey,NJ,T41,T41 Corporation Net Income Taxes,455,2015,3
Q3-2015,New Jersey,NJ,T50,T50 Death and Gift Taxes,218,2015,3
Q3-2015,New Jersey,NJ,T51,T51 Documentary and Stock Transfer Taxes,96,2015,3
Q3-2015,New Jersey,NJ,TOTAL,Total Taxes,5491,2015,3
Q4-2015,New Jersey,NJ,T01,T01 Property Taxes,5,2015,4
Q4-2015,New Jersey,NJ,T09,T09 General Sales and Gross Receipts Taxes,2270,2015,4
Q4-2015,New Jersey,NJ,T10,T10 Alcoholic Beverages Sales Tax,25,2015,4
Q4-2015,New Jersey,NJ,T11,T11 Amusements Sales Tax,45,2015,4
Q4-2015,New Jersey,NJ,T12,T12 Insurance Premiums Sales Tax,15,2015,4
Q4-2015,New Jersey,NJ,T13,T13 Motor Fuels Sales Tax,135,2015,4
Q4-2015,New Jersey,NJ,T15,T15 Public Utilities Sales Tax,61,2015,4
Q4-2015,New Jersey,NJ,T16,T16 Tobacco Products Sales Tax,178,2015,4
Q4-2015,New Jersey,NJ,T19,T19 Other Selective Sales and Gross Receipts Taxes,146,2015,4
Q4-2015,New Jersey,NJ,T20,T20 Alcoholic Beverages License,0,2015,4
Q4-2015,New Jersey,NJ,T21,T21 Amusements License,14,2015,4
Q4-2015,New Jersey,NJ,T22,T22 Corporations In General License,56,2015,4
Q4-2015,New Jersey,NJ,T23,T23 Hunting and Fishing License,4,2015,4
Q4-2015,New Jersey,NJ,T24,T24 Motor Vehicles License,141,2015,4
Q4-2015,New Jersey,NJ,T25,T25 Motor Vehicle Operators License,12,2015,4
Q4-2015,New Jersey,NJ,T27,T27 Public Utilities License,0,2015,4
Q4-2015,New Jersey,NJ,T28,"T28 Occupation and Business License, Not Elsewhere Classified",107,2015,4
Q4-2015,New Jersey,NJ,T29,T29 Other License Taxes,0,2015,4
Q4-2015,New Jersey,NJ,T40,T40 Individual Income Taxes,3026,2015,4
Q4-2015,New Jersey,NJ,T41,T41 Corporation Net Income Taxes,508,2015,4
Q4-2015,New Jersey,NJ,T50,T50 Death and Gift Taxes,219,2015,4
Q4-2015,New Jersey,NJ,T51,T51 Documentary and Stock Transfer Taxes,122,2015,4
Q4-2015,New Jersey,NJ,TOTAL,Total Taxes,7089,2015,4
Q1-2016,New Jersey,NJ,T01,T01 Property Taxes,0,2016,1
Q1-2016,New Jersey,NJ,T09,T09 General Sales and Gross Receipts Taxes,2228,2016,1
Q1-2016,New Jersey,NJ,T10,T10 Alcoholic Beverages Sales Tax,44,2016,1
Q1-2016,New Jersey,NJ,T11,T11 Amusements Sales Tax,50,2016,1
Q1-2016,New Jersey,NJ,T12,T12 Insurance Premiums Sales Tax,331,2016,1
Q1-2016,New Jersey,NJ,T13,T13 Motor Fuels Sales Tax,125,2016,1
Q1-2016,New Jersey,NJ,T15,T15 Public Utilities Sales Tax,177,2016,1
Q1-2016,New Jersey,NJ,T16,T16 Tobacco Products Sales Tax,174,2016,1
Q1-2016,New Jersey,NJ,T19,T19 Other Selective Sales and Gross Receipts Taxes,139,2016,1
Q1-2016,New Jersey,NJ,T20,T20 Alcoholic Beverages License,0,2016,1
Q1-2016,New Jersey,NJ,T21,T21 Amusements License,13,2016,1
Q1-2016,New Jersey,NJ,T22,T22 Corporations In General License,43,2016,1
Q1-2016,New Jersey,NJ,T23,T23 Hunting and Fishing License,4,2016,1
Q1-2016,New Jersey,NJ,T24,T24 Motor Vehicles License,169,2016,1
Q1-2016,New Jersey,NJ,T25,T25 Motor Vehicle Operators License,15,2016,1
Q1-2016,New Jersey,NJ,T27,T27 Public Utilities License,0,2016,1
Q1-2016,New Jersey,NJ,T28,"T28 Occupation and Business License, Not Elsewhere Classified",107,2016,1
Q1-2016,New Jersey,NJ,T29,T29 Other License Taxes,0,2016,1
Q1-2016,New Jersey,NJ,T40,T40 Individual Income Taxes,3093,2016,1
Q1-2016,New Jersey,NJ,T41,T41 Corporation Net Income Taxes,388,2016,1
Q1-2016,New Jersey,NJ,T50,T50 Death and Gift Taxes,173,2016,1
Q1-2016,New Jersey,NJ,T51,T51 Documentary and Stock Transfer Taxes,136,2016,1
Q1-2016,New Jersey,NJ,TOTAL,Total Taxes,7410,2016,1
Q2-2016,New Jersey,NJ,T01,T01 Property Taxes,0,2016,2
Q2-2016,New Jersey,NJ,T09,T09 General Sales and Gross Receipts Taxes,3239,2016,2
Q2-2016,New Jersey,NJ,T10,T10 Alcoholic Beverages Sales Tax,51,2016,2
Q2-2016,New Jersey,NJ,T11,T11 Amusements Sales Tax,61,2016,2
Q2-2016,New Jersey,NJ,T12,T12 Insurance Premiums Sales Tax,233,2016,2
Q2-2016,New Jersey,NJ,T13,T13 Motor Fuels Sales Tax,201,2016,2
Q2-2016,New Jersey,NJ,T15,T15 Public Utilities Sales Tax,630,2016,2
Q2-2016,New Jersey,NJ,T16,T16 Tobacco Products Sales Tax,162,2016,2
Q2-2016,New Jersey,NJ,T19,T19 Other Selective Sales and Gross Receipts Taxes,379,2016,2
Q2-2016,New Jersey,NJ,T20,T20 Alcoholic Beverages License,4,2016,2
Q2-2016,New Jersey,NJ,T21,T21 Amusements License,1,2016,2
Q2-2016,New Jersey,NJ,T22,T22 Corporations In General License,98,2016,2
Q2-2016,New Jersey,NJ,T23,T23 Hunting and Fishing License,4,2016,2
Q2-2016,New Jersey,NJ,T24,T24 Motor Vehicles License,171,2016,2
Q2-2016,New Jersey,NJ,T25,T25 Motor Vehicle Operators License,15,2016,2
Q2-2016,New Jersey,NJ,T27,T27 Public Utilities License,7,2016,2
Q2-2016,New Jersey,NJ,T28,"T28 Occupation and Business License, Not Elsewhere Classified",166,2016,2
Q2-2016,New Jersey,NJ,T29,T29 Other License Taxes,1,2016,2
Q2-2016,New Jersey,NJ,T40,T40 Individual Income Taxes,4959,2016,2
Q2-2016,New Jersey,NJ,T41,T41 Corporation Net Income Taxes,878,2016,2
Q2-2016,New Jersey,NJ,T50,T50 Death and Gift Taxes,160,2016,2
Q2-2016,New Jersey,NJ,T51,T51 Documentary and Stock Transfer Taxes,160,2016,2
Q2-2016,New Jersey,NJ,TOTAL,Total Taxes,11581,2016,2
Q3-2016,New Jersey,NJ,T01,T01 Property Taxes,0,2016,3
Q3-2016,New Jersey,NJ,T09,T09 General Sales and Gross Receipts Taxes,1570,2016,3
Q3-2016,New Jersey,NJ,T10,T10 Alcoholic Beverages Sales Tax,19,2016,3
Q3-2016,New Jersey,NJ,T11,T11 Amusements Sales Tax,55,2016,3
Q3-2016,New Jersey,NJ,T12,T12 Insurance Premiums Sales Tax,-5,2016,3
Q3-2016,New Jersey,NJ,T13,T13 Motor Fuels Sales Tax,96,2016,3
Q3-2016,New Jersey,NJ,T15,T15 Public Utilities Sales Tax,89,2016,3
Q3-2016,New Jersey,NJ,T16,T16 Tobacco Products Sales Tax,182,2016,3
Q3-2016,New Jersey,NJ,T19,T19 Other Selective Sales and Gross Receipts Taxes,95,2016,3
Q3-2016,New Jersey,NJ,T20,T20 Alcoholic Beverages License,0,2016,3
Q3-2016,New Jersey,NJ,T21,T21 Amusements License,13,2016,3
Q3-2016,New Jersey,NJ,T22,T22 Corporations In General License,48,2016,3
Q3-2016,New Jersey,NJ,T23,T23 Hunting and Fishing License,2,2016,3
Q3-2016,New Jersey,NJ,T24,T24 Motor Vehicles License,158,2016,3
Q3-2016,New Jersey,NJ,T25,T25 Motor Vehicle Operators License,14,2016,3
Q3-2016,New Jersey,NJ,T27,T27 Public Utilities License,0,2016,3
Q3-2016,New Jersey,NJ,T28,"T28 Occupation and Business License, Not Elsewhere Classified",110,2016,3
Q3-2016,New Jersey,NJ,T29,T29 Other License Taxes,0,2016,3
Q3-2016,New Jersey,NJ,T40,T40 Individual Income Taxes,2340,2016,3
Q3-2016,New Jersey,NJ,T41,T41 Corporation Net Income Taxes,431,2016,3
Q3-2016,New Jersey,NJ,T50,T50 Death and Gift Taxes,178,2016,3
Q3-2016,New Jersey,NJ,T51,T51 Documentary and Stock Transfer Taxes,113,2016,3
Q3-2016,New Jersey,NJ,TOTAL,Total Taxes,5507,2016,3
Q4-2016,New Jersey,NJ,T01,T01 Property Taxes,5,2016,4
Q4-2016,New Jersey,NJ,T09,T09 General Sales and Gross Receipts Taxes,2304,2016,4
Q4-2016,New Jersey,NJ,T10,T10 Alcoholic Beverages Sales Tax,20,2016,4
Q4-2016,New Jersey,NJ,T11,T11 Amusements Sales Tax,50,2016,4
Q4-2016,New Jersey,NJ,T12,T12 Insurance Premiums Sales Tax,15,2016,4
